temperature,irradiance,power
3.386695317185100862e+01,3.132051884975202256e+02,1.466501991422878071e+01
2.695302775859031286e+01,8.927563748531817964e+02,5.592147857766741481e+01
1.688138856070037264e+01,5.530571761443286505e+02,2.651643349894871449e+01
2.772096755669525692e+01,5.891283591109323652e+02,2.967409576106727087e+01
2.276052200668222980e+01,5.586953431183978864e+02,4.214375505793346122e+01
4.047114925285532649e+01,6.542768011820060110e+02,1.316658324023328674e+01
1.599913879640088510e+01,6.969353978936437670e+02,2.868860253704841057e+01
4.376948165590420814e+01,5.985436526103546839e+02,3.981182198511997683e+01
2.566106545415788887e+01,8.934308346072764380e+02,5.146672666805886109e+01
2.570120671207628504e+01,7.021878049562275237e+02,3.932307056500845022e+01
1.548985508051123716e+01,5.211423594444158880e+02,3.283463985881445524e+01
2.055696975708551832e+01,5.333534055269687997e+02,2.788263539185010842e+01
2.703778502410825979e+01,8.486708921031611226e+02,5.604574037806995079e+01
4.287874251908141332e+01,4.785535541972161013e+02,2.341739515525984316e+01
1.798844790663813953e+01,3.691638366259308555e+02,1.905801809958551374e+01
4.335904600437238798e+01,2.475065504046313833e+02,9.629009661050764279e+00
4.108465591639896530e+01,9.008214783364593359e+02,4.286124788068693192e+01
2.862487190722655583e+01,9.348371609522799872e+02,3.230919804873266798e+01
2.480102645304780395e+01,2.960961457307807905e+02,2.003143518586769289e+01
2.198232387837170521e+01,4.675789931968918722e+02,1.987631993417415188e+01
3.343394119430622879e+01,3.402976556121950580e+02,3.189063963978318839e+01
1.599223774426516798e+01,2.927187750607038197e+02,1.228021027272444599e+01
1.546818193340484626e+01,9.198933944000241354e+02,4.865703436841729257e+01
2.786387167494713424e+01,2.455018073162843848e+02,1.195472506093284970e+01
1.704222221924160507e+01,9.843885307752054814e+02,4.125963396574357489e+01
2.255822964738278813e+01,2.771606885579073491e+02,2.152357974834215071e+01
2.163482746038251747e+01,8.907765193548685829e+02,6.142597962730535244e+01
2.259573581168555734e+01,6.532048855913301395e+02,3.025289850179949980e+01
1.893165693645773118e+01,4.943339902542986692e+02,1.981874596321494053e+01
1.536108668692962809e+01,4.738739013001263061e+02,1.860729908575961389e+01
1.846452891416244313e+01,8.058913145901669850e+02,1.952449390491869252e+01
3.355440778538243762e+01,4.516586360034297627e+02,1.744935958460311909e+01
4.422768638454151358e+01,7.258551332937134930e+02,3.437996918631476717e+01
4.471035004682681802e+01,6.138608668128640602e+02,3.676958758776334690e+01
2.727162286119184742e+01,5.879725161264564122e+02,3.627194093170291467e+01
1.988863278139816160e+01,9.209297365193292535e+02,3.989263272345972666e+01
3.416285272099587900e+01,6.437160468962076720e+02,2.600128712497190975e+01
2.970916039646211360e+01,8.614892824389559109e+02,5.134260113844597839e+01
4.468229331853294184e+01,7.804588272811914749e+02,3.282007306147749404e+01
1.695912621455340741e+01,2.308457968471986703e+02,4.746081823348425210e+00
3.849703314941439203e+01,8.184880420043353979e+02,5.099988327961806078e+01
2.365195491994481714e+01,3.734962000728324938e+02,2.668547118215348490e+01
2.224255860229721904e+01,9.225197174812572030e+02,4.408964793157571904e+01
3.487513714598027548e+01,2.343393524870656108e+02,2.291679431968578484e+00
2.238189554972893447e+01,4.664576275794549929e+02,9.658886315527688282e-01
3.497577352677562601e+01,2.797863577878032402e+02,1.638877659245983764e+01
3.051925551606866094e+01,5.804712936678749884e+02,1.700794190626508140e+01
2.772266965307547792e+01,8.560179486958014650e+02,2.040131037807500292e+01
3.164063425984257094e+01,4.385498877304512462e+02,3.461163623402848799e+01
2.361154559758889349e+01,3.207479178488332536e+02,2.015591924278165692e+01
3.619724118818936631e+01,4.642136285575193710e+02,8.200875377887378193e+00
2.744570608000692147e+01,8.511041135365087484e+02,2.766662123923215333e+01
2.581636681457676730e+01,3.123071662394775103e+02,2.174333945223239439e+01
3.985970743667213156e+01,3.818899592620014118e+02,6.328821054074156294e+00
4.274900735859576173e+01,2.550815715946991418e+02,2.144067651915421635e+01
1.638021932661890645e+01,7.645680351916861355e+02,4.275497295318396596e+01
2.197880978489296666e+01,5.161865948290694632e+02,2.897741396863241192e+01
2.545558108477689530e+01,4.486719817146528158e+02,2.393499553339795582e+01
3.944899438110742551e+01,7.749011122729215231e+02,3.671466489577445458e+01
4.456474282929892183e+01,4.687820338722041811e+02,2.778773940245142171e+01
4.406915114011054868e+01,7.822170185715344815e+02,3.016313218940961605e+01
4.214845036649780496e+01,8.521595162514507820e+02,3.925265051026660501e+01
2.389668795192089590e+01,3.741302747661907233e+02,2.383631081988940181e+01
4.476033730243422326e+01,9.790549574767866261e+02,5.010661132945719487e+01
2.248260123169353619e+01,3.298863583301334188e+02,2.296189740650712352e+00
1.817718464646696575e+01,4.326727253253940262e+02,1.481182112858036959e+01
4.352857833166181933e+01,3.438362326668333253e+02,1.536698885436702966e+01
2.200260766404289114e+01,4.764045250850675757e+02,1.753981839745012650e+01
3.569304795233251326e+01,5.840487102566045223e+02,4.337971632733030702e+01
1.675069076941765900e+01,6.177406952016953028e+02,2.528043373560187135e+01
3.692127297382428708e+01,8.828848338370175952e+02,3.882992991870154498e+01
4.145160637001519177e+01,9.115583270526932438e+02,4.912705749740618444e+01
2.317310686397887309e+01,3.760830886247250646e+02,1.979217117718751950e+01
2.637170688232285443e+01,6.983152257486019607e+02,3.082584602715012068e+01
2.622888549962748073e+01,2.891968458389724788e+02,4.272018453178393571e+00
3.746364772620399464e+01,5.671758881456546533e+02,2.762757020862999724e+01
2.213421727617116375e+01,4.578668304372944817e+02,3.107088419803153556e+01
2.015559297142928941e+01,4.532005963628851077e+02,2.543542276198361307e+01
2.847874946063214452e+01,5.860673933696807580e+02,1.867365950785960038e+01
2.413405222131958539e+01,7.838621084234140426e+02,5.414744976880585625e+01
4.017567366775956827e+01,2.553461270339116140e+02,-5.716039915439319330e+00
2.213225478046916095e+01,9.033386701499235869e+02,2.712685161142137602e+01
3.007168372467784323e+01,7.878510197044488450e+02,4.599095485732694044e+01
4.327750799093791301e+01,3.411995111112481140e+02,1.499062954249551538e+01
3.401993093233981824e+01,9.513287272698962624e+02,3.866945780722043224e+01
4.101868216387394739e+01,6.050497792187109098e+02,1.516491346899485748e+01
4.320629068064302203e+01,9.998468624935723028e+02,6.887971244941729765e+01
3.752294585659055315e+01,3.578075794405901320e+02,1.530899310792487000e+01
3.598725180674254176e+01,6.279265587065610816e+02,3.313961446311151349e+01
4.403896699812680993e+01,4.321984340479427260e+02,2.038487597496627401e+01
4.483202368943038607e+01,4.433388459113972431e+02,2.203181950393840438e+01
2.855465048009278917e+01,6.728523046671921293e+02,3.618809479059838452e+01
1.712609334552625029e+01,9.373752534966665735e+02,5.248039343782946986e+01
2.378382094321556650e+01,8.442110844633400575e+02,3.607994812123872208e+01
1.957064117063191588e+01,7.791531188010607138e+02,3.408417195947140499e+01
2.752459124388035505e+01,6.473390256813618180e+02,1.220426407609104302e+01
1.893867985419768019e+01,9.378388029339581635e+02,3.719502809626275308e+01
3.312353412062645930e+01,5.938891253527073104e+02,2.909323082003987082e+01
2.648424177473562224e+01,8.990657426677745434e+02,5.275509671094206965e+01
4.186157652864629597e+01,8.671853151013053775e+02,4.516350336596248383e+01
4.403384015395505457e+01,3.710682774412692311e+02,1.074310641788865084e+01
3.140654705008266490e+01,8.169803703727282027e+02,2.507663469277660440e+01
2.324470709602789853e+01,2.097369255546070121e+02,-1.961121588614677336e+01
3.276691256285510434e+01,4.582636300384700121e+02,3.115382999344598502e+01
4.190283474673229591e+01,3.836539557535598419e+02,9.100124447903263913e+00
2.720200037507244772e+01,6.054903667898507820e+02,2.306966823994470417e+01
3.156234830075912612e+01,7.894825293446284604e+02,3.763363131623620461e+01
2.314958302818437375e+01,2.781410939581792832e+02,-2.463504078828371746e+00
2.866332448350080853e+01,6.119377615494147449e+02,2.423273382800528708e+01
2.705140606138795789e+01,9.507296173555084806e+02,6.506605975933636898e+01
2.245240395248913146e+01,3.829172407863563876e+02,2.195449102984233392e+01
3.017599151475925012e+01,7.417129152891393460e+02,3.766053817811560833e+01
